collection_day,collection_month,collection_year,location_address,location_county,location_latitude,location_longitude,location_town,tick_id,tick_infection_tested,tick_infection,full_address,latitude,longitude
29,6,2021,,CARROLL,,,FREEDOM,20214731,YES,NO,"nan,FREEDOM,CARROLL, USA",43.812729,-71.036224
3,11,2021,,BELKNAP,,,GILFORD,20215027,YES,NO,"nan,GILFORD,BELKNAP, USA",43.536673,-71.396057
4,11,2021,,BELKNAP,,,GILFORD,20215042,YES,NO,"nan,GILFORD,BELKNAP, USA",43.536673,-71.396057
9,6,2021,,BELKNAP,,,GILMANTON,20214633,YES,NO,"nan,GILMANTON,BELKNAP, USA",43.41837,-71.38876
24,8,2021,,BELKNAP,,,GILMANTON,20214851,YES,NO,"nan,GILMANTON,BELKNAP, USA",43.41837,-71.38876
22,11,2021,,BELKNAP,,,GILMANTON,20215110,YES,NO,"nan,GILMANTON,BELKNAP, USA",43.41837,-71.38876
3,6,2021,,CARROLL,,,GLEN,20214601,YES,NO,"nan,GLEN,CARROLL, USA",44.1105541,-71.1818781
14,5,2021,,HILLSBOROUGH,,,GOFFSTOWN,20214495,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
14,6,2021,,HILLSBOROUGH,,,GOFFSTOWN,20214661,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
18,6,2021,,HILLSBOROUGH,,,GOFFSTOWN,20214681,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
6,12,2021,,STRAFFORD,,,GONIC,20215138,YES,NO,"nan,GONIC,STRAFFORD, USA",43.2748308,-70.9787931
9,6,2021,,SULLIVAN,,,GOSHEN,20214630,YES,NO,"nan,GOSHEN,SULLIVAN, USA",43.296228,-72.114824
26,10,2021,,SULLIVAN,,,GOSHEN,20214978,YES,NO,"nan,GOSHEN,SULLIVAN, USA",43.296228,-72.114824
14,7,2021,,SULLIVAN,,,GRANTHAM,20214795,YES,NO,"nan,GRANTHAM,SULLIVAN, USA",43.456713,-72.116794
1,6,2021,,HILLSBOROUGH,,,GREENFIELD,20214589,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
1,6,2021,,HILLSBOROUGH,,,GREENFIELD,20214590,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
1,6,2021,,HILLSBOROUGH,,,GREENFIELD,20214593,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
25,6,2021,,HILLSBOROUGH,,,GREENFIELD,20214722,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
28,10,2021,,HILLSBOROUGH,,,GREENFIELD,20214990,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
18,10,2021,,ROCKINGHAM,,,GREENLAND,20214926,YES,NO,"nan,GREENLAND,ROCKINGHAM, USA",43.0361995,-70.8328322
5,11,2021,,ROCKINGHAM,,,GREENLAND,20215045,YES,NO,"nan,GREENLAND,ROCKINGHAM, USA",43.0361995,-70.8328322
7,6,2021,,GRAFTON,,,GROTON,20214616,YES,NO,"nan,GROTON,GRAFTON, USA",43.75117013,-71.8725889
15,10,2021,,GRAFTON,,,GROTON,20214918,YES,NO,"nan,GROTON,GRAFTON, USA",43.75117013,-71.8725889
12,5,2021,,ROCKINGHAM,,,HAMPSTEAD,20214476,YES,NO,"nan,HAMPSTEAD,ROCKINGHAM, USA",42.8745323,-71.1811714
12,5,2021,,ROCKINGHAM,,,HAMPTON,20214482,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
18,5,2021,,ROCKINGHAM,,,HAMPTON,20214512,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
13,6,2021,,ROCKINGHAM,,,HAMPTON,20214653,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
24,6,2021,,ROCKINGHAM,,,HAMPTON,20214717,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
29,6,2021,,ROCKINGHAM,,,HAMPTON,20214738,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
14,7,2021,,ROCKINGHAM,,,HAMPTON,20214791,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
17,8,2021,,ROCKINGHAM,,,HAMPTON,20214848,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
9,11,2021,,ROCKINGHAM,,,HAMPTON,20215061,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
30,11,2021,,ROCKINGHAM,,,HAMPTON,20215132,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
2,12,2021,,ROCKINGHAM,,,HAMPTON,20215135,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
11,10,2021,,CHESHIRE,,,HARRISVILLE,20214887,YES,NO,"nan,HARRISVILLE,CHESHIRE, USA",42.951929,-72.106424
27,5,2021,,GRAFTON,,,HEBRON,20214565,YES,NO,"nan,HEBRON,GRAFTON, USA",43.698719,-71.761042
10,5,2021,,MERRIMACK,,,HENNIKER,20214460,YES,NO,"nan,HENNIKER,MERRIMACK, USA",43.181867,-71.81075
10,5,2021,,MERRIMACK,,,HENNIKER,20214469,YES,NO,"nan,HENNIKER,MERRIMACK, USA",43.181867,-71.81075
25,6,2021,,MERRIMACK,,,HENNIKER,20214719,YES,NO,"nan,HENNIKER,MERRIMACK, USA",43.181867,-71.81075
19,7,2021,,MERRIMACK,,,HENNIKER,20214808,YES,NO,"nan,HENNIKER,MERRIMACK, USA",43.181867,-71.81075
7,6,2021,,HILLSBOROUGH,,,HILLSBOROUGH,20214617,YES,NO,"nan,HILLSBOROUGH,HILLSBOROUGH, USA",43.1149568,-71.8948666
9,6,2021,,HILLSBOROUGH,,,HILLSBOROUGH,20214627,YES,NO,"nan,HILLSBOROUGH,HILLSBOROUGH, USA",43.1149568,-71.8948666
13,6,2021,,HILLSBOROUGH,,,HILLSBOROUGH,20214651,YES,NO,"nan,HILLSBOROUGH,HILLSBOROUGH, USA",43.1149568,-71.8948666
19,10,2021,,HILLSBOROUGH,,,HILLSBOROUGH,20214938,YES,NO,"nan,HILLSBOROUGH,HILLSBOROUGH, USA",43.1149568,-71.8948666
29,10,2021,,HILLSBOROUGH,,,HILLSBOROUGH,20215001,YES,NO,"nan,HILLSBOROUGH,HILLSBOROUGH, USA",43.1149568,-71.8948666
12,11,2021,,HILLSBOROUGH,,,HILLSBOROUGH,20215072,YES,NO,"nan,HILLSBOROUGH,HILLSBOROUGH, USA",43.1149568,-71.8948666
12,6,2021,,CHESHIRE,,,HINSDALE,20214650,YES,NO,"nan,HINSDALE,CHESHIRE, USA",42.786507,-72.4841549
6,8,2021,,CHESHIRE,,,HINSDALE,20214841,YES,NO,"nan,HINSDALE,CHESHIRE, USA",42.786507,-72.4841549
10,9,2021,,GRAFTON,,,HOLDERNESS,20214856,YES,NO,"nan,HOLDERNESS,GRAFTON, USA",43.478,-71.331
29,4,2021,,HILLSBOROUGH,,,HOLLIS,20214420,YES,NO,"nan,HOLLIS,HILLSBOROUGH, USA",42.788983,-71.603663
12,5,2021,,HILLSBOROUGH,,,HOLLIS,20214483,YES,NO,"nan,HOLLIS,HILLSBOROUGH, USA",42.788983,-71.603663
12,5,2021,,HILLSBOROUGH,,,HOLLIS,20214481,YES,NO,"nan,HOLLIS,HILLSBOROUGH, USA",42.788983,-71.603663
2,6,2021,,HILLSBOROUGH,,,HOLLIS,20214596,YES,NO,"nan,HOLLIS,HILLSBOROUGH, USA",42.788983,-71.603663
8,6,2021,,HILLSBOROUGH,,,HOLLIS,20214618,YES,NO,"nan,HOLLIS,HILLSBOROUGH, USA",42.788983,-71.603663
28,5,2021,,MERRIMACK,,,HOOKSETT,20214567,YES,NO,"nan,HOOKSETT,MERRIMACK, USA",43.043838,-71.408117
14,5,2021,,MERRIMACK,,,HOPKINTON,20214492,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
19,6,2021,,MERRIMACK,,,HOPKINTON,20214690,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
19,7,2021,,MERRIMACK,,,HOPKINTON,20214807,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
28,10,2021,,MERRIMACK,,,HOPKINTON,20214998,YES,NO,"nan,HOPKINTON,MERRIMACK, USA",43.191595,-71.6748735
17,5,2021,,CARROLL,,,JACKSON,20214506,YES,NO,"nan,JACKSON,CARROLL, USA",44.144276,-71.181107
29,10,2021,,CARROLL,,,JACKSON,20214999,YES,NO,"nan,JACKSON,CARROLL, USA",44.144276,-71.181107
4,11,2021,,CARROLL,,,JACKSON,20215037,YES,NO,"nan,JACKSON,CARROLL, USA",44.144276,-71.181107
29,6,2021,,CHESHIRE,,,JAFFREY,20214729,YES,NO,"nan,JAFFREY,CHESHIRE, USA",42.8149899,-72.0235305
29,6,2021,,CHESHIRE,,,JAFFREY,20214728,YES,NO,"nan,JAFFREY,CHESHIRE, USA",42.8149899,-72.0235305
8,7,2021,,CHESHIRE,,,JAFFREY,20214771,YES,NO,"nan,JAFFREY,CHESHIRE, USA",42.8149899,-72.0235305
9,11,2021,,CHESHIRE,,,JAFFREY,20215060,YES,NO,"nan,JAFFREY,CHESHIRE, USA",42.8149899,-72.0235305
2,7,2021,,COOS,,,JEFFERSON,20214753,YES,NO,"nan,JEFFERSON,COOS, USA",42.8149899,-72.0235305
20,5,2021,,CHESHIRE,,,KEENE,20214526,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
20,5,2021,,CHESHIRE,,,KEENE,20214524,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
15,7,2021,,CHESHIRE,,,KEENE,20214801,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
26,7,2021,,CHESHIRE,,,KEENE,20214824,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
27,9,2021,,CHESHIRE,,,KEENE,20214864,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
27,10,2021,,CHESHIRE,,,KEENE,20214984,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
8,11,2021,,CHESHIRE,,,KEENE,20215055,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
10,11,2021,,CHESHIRE,,,KEENE,20215064,YES,NO,"nan,KEENE,CHESHIRE, USA",42.933597,-72.2784264
30,4,2021,,ROCKINGHAM,,,KENSINGTON,20214421,YES,NO,"nan,KENSINGTON,ROCKINGHAM, USA",42.9283343,-70.9434892
12,6,2021,,ROCKINGHAM,,,KENSINGTON,20214649,YES,NO,"nan,KENSINGTON,ROCKINGHAM, USA",42.9283343,-70.9434892
13,6,2021,,ROCKINGHAM,,,KENSINGTON,20214658,YES,NO,"nan,KENSINGTON,ROCKINGHAM, USA",42.9283343,-70.9434892
25,6,2021,,ROCKINGHAM,,,KENSINGTON,20214720,YES,NO,"nan,KENSINGTON,ROCKINGHAM, USA",42.9283343,-70.9434892
11,6,2021,,ROCKINGHAM,,,KINGSTON,20214646,YES,NO,"nan,KINGSTON,ROCKINGHAM, USA",42.9364768,-71.0533918
15,6,2021,,ROCKINGHAM,,,KINGSTON,20214670,YES,NO,"nan,KINGSTON,ROCKINGHAM, USA",42.9364768,-71.0533918
14,5,2021,,COOS,,,LANCASTER,20214494,YES,NO,"nan,LANCASTER,COOS, USA",44.4778999,-71.5866177
4,6,2021,,COOS,,,LANCASTER,20214609,YES,NO,"nan,LANCASTER,COOS, USA",44.4778999,-71.5866177
9,7,2021,,COOS,,,LANCASTER,20214782,YES,NO,"nan,LANCASTER,COOS, USA",44.4778999,-71.5866177
21,6,2021,,GRAFTON,,,LEBANON,20214698,YES,NO,"nan,LEBANON,GRAFTON, USA",43.63556,-72.29588
8,7,2021,,STRAFFORD,,,LEE,20214773,YES,NO,"nan,LEE,STRAFFORD, USA",43.12354,-71.011505
4,11,2021,,STRAFFORD,,,LEE,20215040,YES,NO,"nan,LEE,STRAFFORD, USA",43.12354,-71.011505
22,11,2021,,STRAFFORD,,,LEE,20215108,YES,NO,"nan,LEE,STRAFFORD, USA",43.12354,-71.011505
23,5,2021,,GRAFTON,,,LINCOLN,20210914,YES,NO,"nan,LINCOLN,GRAFTON, USA",44.066575,-71.688243
11,6,2021,,GRAFTON,,,LISBON,20214643,YES,NO,"nan,LISBON,GRAFTON, USA",44.21745,-71.914099
21,10,2021,,GRAFTON,,,LITTLETON,20214949,YES,NO,"nan,LITTLETON,GRAFTON, USA",44.306154,-71.757793
10,5,2021,,ROCKINGHAM,,,LONDONDERRY,20214467,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
17,5,2021,,ROCKINGHAM,,,LONDONDERRY,20214502,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
6,7,2021,,ROCKINGHAM,,,LONDONDERRY,20214767,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
29,7,2021,,ROCKINGHAM,,,LONDONDERRY,20214831,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
9,8,2021,,ROCKINGHAM,,,LONDONDERRY,20214844,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
14,10,2021,,ROCKINGHAM,,,LONDONDERRY,20214914,YES,NO,"nan,LONDONDERRY,ROCKINGHAM, USA",42.833455,-71.378819
11,5,2021,,MERRIMACK,,,LOUDON,20214475,YES,NO,"nan,LOUDON,MERRIMACK, USA",43.2860271,-71.4677384
12,5,2021,,MERRIMACK,,,LOUDON,20214480,YES,NO,"nan,LOUDON,MERRIMACK, USA",43.2860271,-71.4677384
6,7,2021,,MERRIMACK,,,LOUDON,20214766,YES,NO,"nan,LOUDON,MERRIMACK, USA",43.2860271,-71.4677384
26,4,2021,,GRAFTON,,,LYME,20214417,YES,NO,"nan,LYME,GRAFTON, USA",43.828495,-72.092975
10,5,2021,,GRAFTON,,,LYME,20214462,YES,NO,"nan,LYME,GRAFTON, USA",43.828495,-72.092975
14,10,2021,,GRAFTON,,,LYME,20214903,YES,NO,"nan,LYME,GRAFTON, USA",43.828495,-72.092975
28,10,2021,,GRAFTON,,,LYME,20214997,YES,NO,"nan,LYME,GRAFTON, USA",43.828495,-72.092975
3,6,2021,,HILLSBOROUGH,,,LYNDEBOROUGH,20214600,YES,NO,"nan,LYNDEBOROUGH,HILLSBOROUGH, USA",42.9075843,-71.7664642
4,6,2021,,HILLSBOROUGH,,,LYNDEBOROUGH,20214604,YES,NO,"nan,LYNDEBOROUGH,HILLSBOROUGH, USA",42.9075843,-71.7664642
24,6,2021,,HILLSBOROUGH,,,LYNDEBOROUGH,20214716,YES,NO,"nan,LYNDEBOROUGH,HILLSBOROUGH, USA",42.9075843,-71.7664642
26,7,2021,,HILLSBOROUGH,,,LYNDEBOROUGH,20214825,YES,NO,"nan,LYNDEBOROUGH,HILLSBOROUGH, USA",42.9075843,-71.7664642
10,5,2021,,HILLSBOROUGH,,,MANCHESTER,20214465,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
15,5,2021,,HILLSBOROUGH,,,MANCHESTER,20214497,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
1,6,2021,,HILLSBOROUGH,,,MANCHESTER,20214587,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
1,7,2021,,HILLSBOROUGH,,,MANCHESTER,20214741,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
6,7,2021,,HILLSBOROUGH,,,MANCHESTER,20214761,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
24,11,2021,,HILLSBOROUGH,,,MANCHESTER,20215124,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
29,11,2021,,HILLSBOROUGH,,,MANCHESTER,20215130,YES,NO,"nan,MANCHESTER,HILLSBOROUGH, USA",42.9956397,-71.4547891
26,5,2021,,CHESHIRE,,,MARLBOROUGH,20214552,YES,NO,"nan,MARLBOROUGH,CHESHIRE, USA",42.9049995,-72.2092472
27,5,2021,,CHESHIRE,,,MARLBOROUGH,20214563,YES,NO,"nan,MARLBOROUGH,CHESHIRE, USA",42.9049995,-72.2092472
19,6,2021,,CHESHIRE,,,MARLBOROUGH,20214689,YES,NO,"nan,MARLBOROUGH,CHESHIRE, USA",42.9049995,-72.2092472
29,11,2021,,CHESHIRE,,,MARLBOROUGH,20215125,YES,NO,"nan,MARLBOROUGH,CHESHIRE, USA",42.9049995,-72.2092472
26,5,2021,,HILLSBOROUGH,,,MASON,20214553,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
9,6,2021,,HILLSBOROUGH,,,MASON,20214631,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
23,6,2021,,HILLSBOROUGH,,,MASON,20214712,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
20,7,2021,,HILLSBOROUGH,,,MASON,20214813,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
15,11,2021,,HILLSBOROUGH,,,MASON,20215082,YES,NO,"nan,MASON,HILLSBOROUGH, USA",42.712063,-71.7221649
23,6,2021,,CARROLL,,,MELVIN VILLAGE,20214710,YES,NO,"nan,MELVIN VILLAGE,CARROLL, USA",43.689054,-71.3042209
31,5,2021,,BELKNAP,,,MEREDITH,20214574,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
31,5,2021,,BELKNAP,,,MEREDITH,20214576,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
19,6,2021,,BELKNAP,,,MEREDITH,20214691,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
1,7,2021,,BELKNAP,,,MEREDITH,20214743,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
1,7,2021,,BELKNAP,,,MEREDITH,20214742,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
12,7,2021,,BELKNAP,,,MEREDITH,20214785,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
11,10,2021,,BELKNAP,,,MEREDITH,20214891,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
11,10,2021,,BELKNAP,,,MEREDITH,20214890,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
15,10,2021,,BELKNAP,,,MEREDITH,20214920,YES,NO,"nan,MEREDITH,BELKNAP, USA",43.80819,-71.842033
30,4,2021,,HILLSBOROUGH,,,MERRIMACK,20214425,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
25,5,2021,,HILLSBOROUGH,,,MERRIMACK,20214549,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
27,5,2021,,HILLSBOROUGH,,,MERRIMACK,20214566,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
22,6,2021,,HILLSBOROUGH,,,MERRIMACK,20214703,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
1,7,2021,,HILLSBOROUGH,,,MERRIMACK,20214745,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
2,7,2021,,HILLSBOROUGH,,,MERRIMACK,20214749,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
8,7,2021,,HILLSBOROUGH,,,MERRIMACK,20214772,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
12,7,2021,,HILLSBOROUGH,,,MERRIMACK,20214784,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
9,9,2021,,HILLSBOROUGH,,,MERRIMACK,20214855,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
28,10,2021,,HILLSBOROUGH,,,MERRIMACK,20214988,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
22,11,2021,,HILLSBOROUGH,,,MERRIMACK,20215115,YES,NO,"nan,MERRIMACK,HILLSBOROUGH, USA",42.8665376,-71.4936642
20,5,2021,,HILLSBOROUGH,,,MILFORD,20214517,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
22,10,2021,,HILLSBOROUGH,,,MILFORD,20214955,YES,NO,"nan,MILFORD,HILLSBOROUGH, USA",42.8355775,-71.6495345
1,11,2021,,STRAFFORD,,,MILTON,20215008,YES,NO,"nan,MILTON,STRAFFORD, USA",43.43202,-70.986749
2,12,2021,,CARROLL,,,MIRROR LAKE,20215134,YES,NO,"nan,MIRROR LAKE,CARROLL, USA",43.6228769,-71.2631087
15,11,2021,,HILLSBOROUGH,,,MONT VERNON,20215084,YES,NO,"nan,MONT VERNON,HILLSBOROUGH, USA",42.91863,-71.66162
15,11,2021,,HILLSBOROUGH,,,MONT VERNON,20215085,YES,NO,"nan,MONT VERNON,HILLSBOROUGH, USA",42.91863,-71.66162
19,5,2021,,CARROLL,,,MOULTONBOROUGH,20214514,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
19,5,2021,,CARROLL,,,MOULTONBOROUGH,20214515,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
20,5,2021,,CARROLL,,,MOULTONBOROUGH,20214529,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
27,5,2021,,CARROLL,,,MOULTONBOROUGH,20214564,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
30,6,2021,,CARROLL,,,MOULTONBOROUGH,20214740,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
9,7,2021,,CARROLL,,,MOULTONBOROUGH,20214780,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
9,7,2021,,CARROLL,,,MOULTONBOROUGH,20214781,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
22,10,2021,,CARROLL,,,MOULTONBOROUGH,20214962,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
3,11,2021,,CARROLL,,,MOULTONBOROUGH,20215028,YES,NO,"nan,MOULTONBOROUGH,CARROLL, USA",43.733305,-71.475208
4,11,2021,,CHESHIRE,,,MUNSONVILLE,20215036,YES,NO,"nan,MUNSONVILLE,CHESHIRE, USA",43.0142467,-72.1486948
31,5,2021,,HILLSBOROUGH,,,NASHUA,20214578,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
1,6,2021,,HILLSBOROUGH,,,NASHUA,20214591,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
3,6,2021,,HILLSBOROUGH,,,NASHUA,20214603,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
7,6,2021,,HILLSBOROUGH,,,NASHUA,20214615,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
13,6,2021,,HILLSBOROUGH,,,NASHUA,20214655,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
2,8,2021,,HILLSBOROUGH,,,NASHUA,20214832,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
25,10,2021,,HILLSBOROUGH,,,NASHUA,20214973,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
26,10,2021,,HILLSBOROUGH,,,NASHUA,20214976,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
12,11,2021,,HILLSBOROUGH,,,NASHUA,20215077,YES,NO,"nan,NASHUA,HILLSBOROUGH, USA",42.72784,-71.506151
17,5,2021,,HILLSBOROUGH,,,NEW BOSTON,20214503,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
31,5,2021,,HILLSBOROUGH,,,NEW BOSTON,20214579,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
7,7,2021,,HILLSBOROUGH,,,NEW BOSTON,20214768,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
21,7,2021,,HILLSBOROUGH,,,NEW BOSTON,20214814,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
29,7,2021,,HILLSBOROUGH,,,NEW BOSTON,20214830,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
19,10,2021,,HILLSBOROUGH,,,NEW BOSTON,20214935,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
20,10,2021,,HILLSBOROUGH,,,NEW BOSTON,20214942,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
22,11,2021,,HILLSBOROUGH,,,NEW BOSTON,20215116,YES,NO,"nan,NEW BOSTON,HILLSBOROUGH, USA",42.9762688,-71.6928736
13,10,2021,,BELKNAP,,,NEW HAMPTON,20214899,YES,NO,"nan,NEW HAMPTON,BELKNAP, USA",43.560299,-71.712094
30,4,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214422,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
25,5,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214545,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
1,6,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214588,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
15,6,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214668,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
18,6,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214683,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
18,6,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214686,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
21,6,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214700,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
6,7,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214762,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
19,7,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214810,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
5,10,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214875,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
18,10,2021,,HILLSBOROUGH,,,NEW IPSWICH,20214931,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
4,11,2021,,HILLSBOROUGH,,,NEW IPSWICH,20215035,YES,NO,"nan,NEW IPSWICH,HILLSBOROUGH, USA",42.7481421,-71.8542429
